-19.3079,0.0000,-10.3657,0.000610
-19.4863,0.0000,-10.3658,0.001517
-19.6645,0.0000,-10.3660,0.002431
-19.8276,0.0000,-10.3661,0.003266
-19.9907,0.0000,-10.3662,0.004108
-20.1684,0.0000,-10.3664,0.005036
-20.3313,0.0000,-10.3665,0.005893
-20.4942,0.0000,-10.3666,0.006763
-20.6570,0.0000,-10.3667,0.007615
-20.8197,0.0000,-10.3668,0.008459
-20.9970,0.0000,-10.3669,0.009352
-21.1593,0.0000,-10.3670,0.010203
-21.3215,0.0000,-10.3671,0.011061
-21.4835,0.0000,-10.3672,0.011919
-21.6602,0.0000,-10.3673,0.012847
-21.8220,0.0000,-10.3674,0.013733
-21.9985,0.0000,-10.3675,0.014692
-22.1756,0.0000,-10.3676,0.015600
-22.3550,0.0000,-10.3688,0.016514
-22.5364,0.0000,-10.3733,0.017442
-22.7186,0.0000,-10.3824,0.018371
-22.9014,0.0000,-10.3971,0.019319
-23.0842,0.0000,-10.4182,0.020220
-23.2602,0.0000,-10.4451,0.021155
-23.4345,0.0000,-10.4753,0.022043
-23.5932,0.0000,-10.5026,0.022819
-23.7647,0.0000,-10.5301,0.023683
-23.9343,0.0000,-10.5544,0.024559
-24.1055,0.0000,-10.5756,0.025443
-24.2762,0.0000,-10.5957,0.026353
-24.4321,0.0000,-10.6138,0.027170
-24.6019,0.0000,-10.6337,0.028053
-24.7564,0.0000,-10.6517,0.028870
-24.9217,0.0000,-10.6695,0.029716
-25.0717,0.0000,-10.6823,0.030504
-25.2203,0.0000,-10.6910,0.031311
-25.3592,0.0000,-10.6947,0.032060
-25.5278,0.0000,-10.6971,0.032919
-25.6829,0.0000,-10.7012,0.033739
-25.8383,0.0000,-10.7080,0.034565
-25.9917,0.0000,-10.7173,0.035359
-26.1594,0.0000,-10.7282,0.036202
-26.3133,0.0000,-10.7385,0.036976
-26.4811,0.0000,-10.7495,0.037820
-26.6348,0.0000,-10.7595,0.038575
-26.8025,0.0000,-10.7702,0.039425
-26.9560,0.0000,-10.7802,0.040186
-27.1234,0.0000,-10.7911,0.041055
-27.2767,0.0000,-10.8011,0.041786
-27.4438,0.0000,-10.8121,0.042593
-27.5969,0.0000,-10.8221,0.043320
-27.7499,0.0000,-10.8320,0.044028
-27.9027,0.0000,-10.8419,0.044773
-28.0694,0.0000,-10.8527,0.045549
-28.2211,0.0000,-10.8625,0.046264
-28.3680,0.0000,-10.8711,0.046953
-28.5127,0.0000,-10.8771,0.047667
-28.6294,0.0000,-10.8769,0.048228
-28.7340,0.0000,-10.8708,0.048760
-28.8279,0.0000,-10.8605,0.049249
-28.9186,0.0000,-10.8461,0.049732
-28.9968,0.0000,-10.8290,0.050160
-29.0647,0.0000,-10.8082,0.050540
-29.1378,0.0000,-10.7889,0.050907
-29.2127,0.0000,-10.7759,0.051267
-29.2882,0.0000,-10.7638,0.051616
-29.3648,0.0000,-10.7551,0.051959
-29.4418,0.0000,-10.7475,0.052307
-29.5193,0.0000,-10.7410,0.052668
-29.5963,0.0000,-10.7370,0.052998
-29.6774,0.0000,-10.7340,0.053359
-29.7581,0.0000,-10.7310,0.053726
-29.8386,0.0000,-10.7279,0.054087
-29.9189,0.0000,-10.7246,0.054421
-29.9990,0.0000,-10.7212,0.054779
-30.0789,0.0000,-10.7178,0.055124
-30.1589,0.0000,-10.7145,0.055476
-30.2395,0.0000,-10.7112,0.055821
-30.3215,0.0000,-10.7079,0.056160
-30.4051,0.0000,-10.7044,0.056518
-30.4901,0.0000,-10.7009,0.056875
-30.5752,0.0000,-10.6972,0.057239
-30.6648,0.0000,-10.6921,0.057639
-30.7456,0.0000,-10.6848,0.058008
-30.8242,0.0000,-10.6742,0.058378
-30.9061,0.0000,-10.6587,0.058784
-30.9790,0.0000,-10.6408,0.059160
-31.0517,0.0000,-10.6184,0.059541
-31.1245,0.0000,-10.5936,0.059905
-31.2017,0.0000,-10.5667,0.060305
-31.2718,0.0000,-10.5413,0.060667
-31.3406,0.0000,-10.5148,0.061023
-31.4076,0.0000,-10.4873,0.061374
-31.4782,0.0000,-10.4565,0.061748
-31.5469,0.0000,-10.4256,0.062098
-31.6178,0.0000,-10.3971,0.062430
-31.6960,0.0000,-10.3692,0.062798
-31.7703,0.0000,-10.3459,0.063118
-31.8516,0.0000,-10.3233,0.063468
-31.9200,0.0000,-10.3057,0.063787
-31.9894,0.0000,-10.2841,0.064131
-32.0554,0.0000,-10.2595,0.064481
-32.1180,0.0000,-10.2323,0.064832
-32.1729,0.0000,-10.2049,0.065151
-32.2242,0.0000,-10.1758,0.065471
-32.2754,0.0000,-10.1422,0.065803
-32.3225,0.0000,-10.1061,0.066111
-32.3679,0.0000,-10.0696,0.066413
-32.4155,0.0000,-10.0305,0.066727
-32.4551,0.0000,-9.9970,0.066992
-32.4963,0.0000,-9.9612,0.067270
-32.5359,0.0000,-9.9256,0.067541
-32.5736,0.0000,-9.8901,0.067813
-32.6070,0.0000,-9.8576,0.068048
-32.6418,0.0000,-9.8227,0.068308
-32.6777,0.0000,-9.7857,0.068574
-32.7095,0.0000,-9.7519,0.068815
-32.7398,0.0000,-9.7187,0.069045
