-1.2036,0.0000,-17.7818,0.000002
-1.2051,0.0000,-17.9457,0.000435
-1.2065,0.0000,-18.0968,0.000839
-1.2079,0.0000,-18.2478,0.001239
-1.2094,0.0000,-18.4117,0.001672
-1.2107,0.0000,-18.5510,0.002042
-1.2122,0.0000,-18.7168,0.002484
-1.2137,0.0000,-18.8708,0.002892
-1.2150,0.0000,-19.0123,0.003270
-1.2165,0.0000,-19.1668,0.003679
-1.2180,0.0000,-19.3213,0.004087
-1.2195,0.0000,-19.4756,0.004501
-1.2209,0.0000,-19.6171,0.004873
-1.2224,0.0000,-19.7712,0.005282
-1.2239,0.0000,-19.9253,0.005691
-1.2254,0.0000,-20.0793,0.006096
-1.2269,0.0000,-20.2331,0.006505
-1.2283,0.0000,-20.3741,0.006881
-1.2299,0.0000,-20.5285,0.007290
-1.2314,0.0000,-20.6845,0.007703
-1.2332,0.0000,-20.8556,0.008162
-1.2348,0.0000,-21.0156,0.008586
-1.2363,0.0000,-21.1641,0.008977
-1.2380,0.0000,-21.3282,0.009409
-1.2398,0.0000,-21.4943,0.009849
-1.2417,0.0000,-21.6758,0.010330
-1.2433,0.0000,-21.8300,0.010738
-1.2451,0.0000,-21.9982,0.011186
-1.2469,0.0000,-22.1665,0.011634
-1.2487,0.0000,-22.3347,0.012079
-1.2503,0.0000,-22.4888,0.012494
-1.2520,0.0000,-22.6428,0.012898
-1.2537,0.0000,-22.7967,0.013303
-1.2554,0.0000,-22.9505,0.013707
-1.2571,0.0000,-23.1042,0.014116
-1.2588,0.0000,-23.2577,0.014521
-1.2607,0.0000,-23.4251,0.014962
-1.2626,0.0000,-23.5923,0.015406
-1.2643,0.0000,-23.7455,0.015815
-1.2662,0.0000,-23.9126,0.016256
-1.2681,0.0000,-24.0795,0.016701
-1.2700,0.0000,-24.2463,0.017139
-1.2718,0.0000,-24.3991,0.017540
-1.2738,0.0000,-24.5668,0.017985
-1.2758,0.0000,-24.7368,0.018434
-1.2777,0.0000,-24.8949,0.018847
